filename,width,height,class,xmin,ymin,xmax,ymax
apple--252-_jpg.rf.fcd5cf2d816b9013b098789d3095e10b.jpg,273,185,apple,232,0,273,76
apple--252-_jpg.rf.fcd5cf2d816b9013b098789d3095e10b.jpg,273,185,apple,127,0,220,78
damaged_apple--292-_jpg.rf.f93fc18ec86601b2b4f4b3a93931dfa3.jpg,225,225,damaged_apple,34,32,203,192
damaged_apple--287-_jpg.rf.fc32ae480f77d65aa56324120db394c8.jpg,259,194,damaged_apple,26,114,86,174
damaged_apple--287-_jpg.rf.fc32ae480f77d65aa56324120db394c8.jpg,259,194,damaged_apple,83,108,143,154
damaged_apple--287-_jpg.rf.fc32ae480f77d65aa56324120db394c8.jpg,259,194,damaged_apple,142,82,186,126
damaged_apple--287-_jpg.rf.fc32ae480f77d65aa56324120db394c8.jpg,259,194,damaged_apple,25,87,85,128
damaged_apple--287-_jpg.rf.fc32ae480f77d65aa56324120db394c8.jpg,259,194,damaged_apple,42,36,75,65
damaged_apple--287-_jpg.rf.fc32ae480f77d65aa56324120db394c8.jpg,259,194,damaged_apple,55,48,98,90
damaged_apple--287-_jpg.rf.fc32ae480f77d65aa56324120db394c8.jpg,259,194,damaged_apple,121,53,167,89
damaged_apple--287-_jpg.rf.fc32ae480f77d65aa56324120db394c8.jpg,259,194,damaged_apple,192,27,236,61
damaged_apple--287-_jpg.rf.fc32ae480f77d65aa56324120db394c8.jpg,259,194,damaged_apple,162,32,195,68
damaged_apple--287-_jpg.rf.fc32ae480f77d65aa56324120db394c8.jpg,259,194,damaged_apple,125,151,178,189
damaged_apple--287-_jpg.rf.fc32ae480f77d65aa56324120db394c8.jpg,259,194,damaged_apple,178,145,229,186
damaged_apple--287-_jpg.rf.fc32ae480f77d65aa56324120db394c8.jpg,259,194,damaged_apple,22,17,56,48
damaged_apple--287-_jpg.rf.fc32ae480f77d65aa56324120db394c8.jpg,259,194,damaged_apple,0,54,31,95
damaged_apple--129-_jpg.rf.f8d2b071ec88525ff52d94229c5d5cc9.jpg,259,194,damaged_apple,23,32,156,159
apple--154-_jpg.rf.fcfe72ed7b65d4f1b5d67799f788bff0.jpg,250,202,apple,37,18,208,186
damaged_apple--335-_jpg.rf.ffca05cf81a4efdeb182c5843674d01a.jpg,259,194,damaged_apple,57,39,160,132
apple--153-_jpg.rf.fea7c4391539b30457215664273e2136.jpg,259,194,apple,96,75,125,102
apple--153-_jpg.rf.fea7c4391539b30457215664273e2136.jpg,259,194,apple,126,73,148,102
apple--153-_jpg.rf.fea7c4391539b30457215664273e2136.jpg,259,194,apple,146,82,169,105
apple--153-_jpg.rf.fea7c4391539b30457215664273e2136.jpg,259,194,apple,156,141,192,173
apple--153-_jpg.rf.fea7c4391539b30457215664273e2136.jpg,259,194,apple,186,136,217,166
apple--153-_jpg.rf.fea7c4391539b30457215664273e2136.jpg,259,194,apple,197,164,230,190
apple--153-_jpg.rf.fea7c4391539b30457215664273e2136.jpg,259,194,apple,166,14,192,41
apple--153-_jpg.rf.fea7c4391539b30457215664273e2136.jpg,259,194,apple,178,30,204,58
apple--153-_jpg.rf.fea7c4391539b30457215664273e2136.jpg,259,194,apple,205,67,239,96
apple--153-_jpg.rf.fea7c4391539b30457215664273e2136.jpg,259,194,apple,71,30,98,57
apple--153-_jpg.rf.fea7c4391539b30457215664273e2136.jpg,259,194,apple,97,10,124,32
apple--101-_jpg.rf.fd7654247c4fb89861e18f19ac52e746.jpg,225,225,apple,161,80,212,134
apple--101-_jpg.rf.fd7654247c4fb89861e18f19ac52e746.jpg,225,225,apple,64,89,114,147
apple--101-_jpg.rf.fd7654247c4fb89861e18f19ac52e746.jpg,225,225,apple,139,87,186,151
apple--101-_jpg.rf.fd7654247c4fb89861e18f19ac52e746.jpg,225,225,apple,12,98,71,161
apple--101-_jpg.rf.fd7654247c4fb89861e18f19ac52e746.jpg,225,225,apple,88,107,145,167
apple--101-_jpg.rf.fd7654247c4fb89861e18f19ac52e746.jpg,225,225,apple,93,58,151,115
damaged_apple--213-_jpg.rf.fd5b3203355915224f65f0766f82bc46.jpg,289,174,damaged_apple,1,33,39,96
damaged_apple--213-_jpg.rf.fd5b3203355915224f65f0766f82bc46.jpg,289,174,damaged_apple,113,2,191,72
damaged_apple--213-_jpg.rf.fd5b3203355915224f65f0766f82bc46.jpg,289,174,damaged_apple,78,94,151,151
damaged_apple--213-_jpg.rf.fd5b3203355915224f65f0766f82bc46.jpg,289,174,damaged_apple,66,14,119,68
damaged_apple--213-_jpg.rf.fd5b3203355915224f65f0766f82bc46.jpg,289,174,damaged_apple,184,62,256,133
damaged_apple--213-_jpg.rf.fd5b3203355915224f65f0766f82bc46.jpg,289,174,damaged_apple,148,119,207,169
damaged_apple--213-_jpg.rf.fd5b3203355915224f65f0766f82bc46.jpg,289,174,damaged_apple,232,127,288,171
apple--64-_jpg.rf.fef162374b11a4f7cea1f5a3573fc7c3.jpg,224,225,apple,84,109,140,159
apple--357-_jpg.rf.00005cf521d39eef244f8f53c51861f1.jpg,275,183,apple,2,79,78,131
apple--357-_jpg.rf.00005cf521d39eef244f8f53c51861f1.jpg,275,183,apple,55,35,116,100
apple--357-_jpg.rf.00005cf521d39eef244f8f53c51861f1.jpg,275,183,apple,57,113,127,150
apple--357-_jpg.rf.00005cf521d39eef244f8f53c51861f1.jpg,275,183,apple,99,85,145,131
apple--357-_jpg.rf.00005cf521d39eef244f8f53c51861f1.jpg,275,183,apple,147,88,236,145
apple--357-_jpg.rf.00005cf521d39eef244f8f53c51861f1.jpg,275,183,apple,110,53,170,93
apple--357-_jpg.rf.00005cf521d39eef244f8f53c51861f1.jpg,275,183,apple,166,41,222,77
apple--357-_jpg.rf.00005cf521d39eef244f8f53c51861f1.jpg,275,183,apple,147,62,221,103
apple--357-_jpg.rf.00005cf521d39eef244f8f53c51861f1.jpg,275,183,apple,220,74,270,119
damaged_apple--138-_jpg.rf.02527954a20f62160a09bdefc2b69530.jpg,183,275,damaged_apple,1,65,151,259
apple--231-_jpg.rf.01dd704dea53b67d2fd3fde76ee97dc1.jpg,275,183,apple,169,89,228,138
apple--231-_jpg.rf.01dd704dea53b67d2fd3fde76ee97dc1.jpg,275,183,apple,129,87,181,136
apple--231-_jpg.rf.01dd704dea53b67d2fd3fde76ee97dc1.jpg,275,183,apple,149,69,188,94
apple--231-_jpg.rf.01dd704dea53b67d2fd3fde76ee97dc1.jpg,275,183,apple,189,63,241,104
apple--231-_jpg.rf.01dd704dea53b67d2fd3fde76ee97dc1.jpg,275,183,apple,236,74,274,137
damaged_apple--120-_jpg.rf.0199c8f5e41155ebb05a06cf924c2a94.jpg,256,197,damaged_apple,65,23,204,159
apple--203-_jpg.rf.028da86fa66ecd52b52878c543eb7478.jpg,199,132,apple,16,22,107,120
apple--203-_jpg.rf.028da86fa66ecd52b52878c543eb7478.jpg,199,132,apple,84,19,137,109
damaged_apple--299-_jpg.rf.02b0b586b6a8569f57312ea6fd382c8e.jpg,297,170,damaged_apple,74,81,146,145
damaged_apple--299-_jpg.rf.02b0b586b6a8569f57312ea6fd382c8e.jpg,297,170,damaged_apple,120,35,180,93
damaged_apple--219-_jpg.rf.015a1890e99984327b5e8cbadf5f39b6.jpg,270,186,damaged_apple,20,24,97,87
damaged_apple--219-_jpg.rf.015a1890e99984327b5e8cbadf5f39b6.jpg,270,186,damaged_apple,122,24,185,84
damaged_apple--219-_jpg.rf.015a1890e99984327b5e8cbadf5f39b6.jpg,270,186,damaged_apple,186,24,256,84
damaged_apple--219-_jpg.rf.015a1890e99984327b5e8cbadf5f39b6.jpg,270,186,damaged_apple,164,80,242,162
damaged_apple--24-_jpg.rf.039a4b4404bd4b89b160b31ebf7441b8.jpg,259,194,apple,15,47,109,143
damaged_apple--24-_jpg.rf.039a4b4404bd4b89b160b31ebf7441b8.jpg,259,194,damaged_apple,123,46,237,158
apple--319-_jpg.rf.0583389871bc746e4517a9b1aac39dda.jpg,259,194,apple,13,117,31,137
apple--319-_jpg.rf.0583389871bc746e4517a9b1aac39dda.jpg,259,194,apple,109,68,153,101
apple--319-_jpg.rf.0583389871bc746e4517a9b1aac39dda.jpg,259,194,apple,128,94,163,124
apple--319-_jpg.rf.0583389871bc746e4517a9b1aac39dda.jpg,259,194,apple,147,3,178,27
apple--319-_jpg.rf.0583389871bc746e4517a9b1aac39dda.jpg,259,194,apple,203,85,226,105
apple--319-_jpg.rf.0583389871bc746e4517a9b1aac39dda.jpg,259,194,apple,234,82,252,104
damaged_apple--203-_jpg.rf.02f0f6c1845a999496383643934964d0.jpg,275,183,damaged_apple,8,6,248,179
apple--117-_jpg.rf.04169340cd7df2835a4288562866df6c.jpg,225,225,apple,28,47,195,183
damaged_apple--222-_jpg.rf.03389ad329134d5e79391d8e425dcdbb.jpg,259,194,damaged_apple,58,66,170,162
apple--193-_jpg.rf.0216a586ece904a49b0e8909a5a60d4e.jpg,300,168,apple,53,52,115,108
apple--193-_jpg.rf.0216a586ece904a49b0e8909a5a60d4e.jpg,300,168,apple,113,42,179,104
apple--193-_jpg.rf.0216a586ece904a49b0e8909a5a60d4e.jpg,300,168,apple,181,45,239,108
damaged_apple--174-_jpg.rf.044e300eb9e4cfe60122911e99fe38d1.jpg,227,222,damaged_apple,46,57,177,182
apple--15-_jpg.rf.061ec6932c1c97ee19a3e6356bb6f6f4.jpg,275,183,apple,184,79,237,134
apple--68-_jpg.rf.030ae7ed5dd7105be52d1d248fdd3ac8.jpg,225,225,apple,115,76,217,184
apple--68-_jpg.rf.030ae7ed5dd7105be52d1d248fdd3ac8.jpg,225,225,apple,28,83,107,177
apple--68-_jpg.rf.030ae7ed5dd7105be52d1d248fdd3ac8.jpg,225,225,apple,70,40,156,92
apple--250-_jpg.rf.039378c697efe757128960577ea785ab.jpg,225,225,apple,8,81,154,218
apple--250-_jpg.rf.039378c697efe757128960577ea785ab.jpg,225,225,apple,0,0,83,31
apple--250-_jpg.rf.039378c697efe757128960577ea785ab.jpg,225,225,apple,88,0,193,70
apple--32-_jpg.rf.05cbc56ce693aaa924828eb76a372b83.jpg,272,185,apple,11,55,94,147
apple--32-_jpg.rf.05cbc56ce693aaa924828eb76a372b83.jpg,272,185,apple,117,74,204,169
apple--32-_jpg.rf.05cbc56ce693aaa924828eb76a372b83.jpg,272,185,apple,42,0,127,44
apple--32-_jpg.rf.05cbc56ce693aaa924828eb76a372b83.jpg,272,185,apple,176,2,239,53
apple--32-_jpg.rf.05cbc56ce693aaa924828eb76a372b83.jpg,272,185,apple,79,19,175,74
apple--32-_jpg.rf.05cbc56ce693aaa924828eb76a372b83.jpg,272,185,apple,212,44,272,130
damaged_apple--48-_jpg.rf.05888ffd09aac153404ca8df36dd2638.jpg,229,220,damaged_apple,60,61,204,189
damaged_apple--76-_jpg.rf.0821d045409a4703f72d29feeaa04461.jpg,183,275,apple,4,84,44,127
damaged_apple--76-_jpg.rf.0821d045409a4703f72d29feeaa04461.jpg,183,275,apple,93,104,141,149
damaged_apple--76-_jpg.rf.0821d045409a4703f72d29feeaa04461.jpg,183,275,apple,51,114,94,151
damaged_apple--76-_jpg.rf.0821d045409a4703f72d29feeaa04461.jpg,183,275,apple,148,110,182,162
damaged_apple--76-_jpg.rf.0821d045409a4703f72d29feeaa04461.jpg,183,275,apple,80,161,147,211
damaged_apple--76-_jpg.rf.0821d045409a4703f72d29feeaa04461.jpg,183,275,apple,21,206,108,275
damaged_apple--76-_jpg.rf.0821d045409a4703f72d29feeaa04461.jpg,183,275,apple,111,226,183,272
damaged_apple--76-_jpg.rf.0821d045409a4703f72d29feeaa04461.jpg,183,275,apple,15,3,75,50
damaged_apple--76-_jpg.rf.0821d045409a4703f72d29feeaa04461.jpg,183,275,apple,0,26,30,70
damaged_apple--76-_jpg.rf.0821d045409a4703f72d29feeaa04461.jpg,183,275,apple,85,34,125,84
damaged_apple--76-_jpg.rf.0821d045409a4703f72d29feeaa04461.jpg,183,275,apple,43,64,83,96
damaged_apple--76-_jpg.rf.0821d045409a4703f72d29feeaa04461.jpg,183,275,apple,129,73,169,110
apple--294-_jpg.rf.0730d382a4573662fd696f6db475c5ee.jpg,275,183,apple,101,68,210,172
apple--294-_jpg.rf.0730d382a4573662fd696f6db475c5ee.jpg,275,183,damaged_apple,7,109,98,173
damaged_apple--316-_jpg.rf.065385e181260f2c412b13f952374bcb.jpg,275,184,damaged_apple,18,7,260,172
damaged_apple--277-_jpg.rf.073e854ad9d2435eae562d8b482df24d.jpg,256,197,damaged_apple,35,22,216,177
apple--315-_jpg.rf.086f8255500d0fcbd5e06a5cff99a248.jpg,242,208,apple,0,119,48,170
apple--315-_jpg.rf.086f8255500d0fcbd5e06a5cff99a248.jpg,242,208,apple,51,119,102,171
apple--315-_jpg.rf.086f8255500d0fcbd5e06a5cff99a248.jpg,242,208,apple,103,120,161,171
apple--315-_jpg.rf.086f8255500d0fcbd5e06a5cff99a248.jpg,242,208,apple,24,69,81,113
apple--315-_jpg.rf.086f8255500d0fcbd5e06a5cff99a248.jpg,242,208,apple,87,73,137,114
apple--315-_jpg.rf.086f8255500d0fcbd5e06a5cff99a248.jpg,242,208,apple,50,23,105,72
apple--315-_jpg.rf.086f8255500d0fcbd5e06a5cff99a248.jpg,242,208,damaged_apple,203,131,241,189
apple--79-_jpg.rf.06dc89301644062002aa7ce5a12b170b.jpg,252,200,apple,202,76,252,147
apple--79-_jpg.rf.06dc89301644062002aa7ce5a12b170b.jpg,252,200,apple,120,85,198,145
apple--79-_jpg.rf.06dc89301644062002aa7ce5a12b170b.jpg,252,200,apple,15,90,106,178
apple--79-_jpg.rf.06dc89301644062002aa7ce5a12b170b.jpg,252,200,apple,174,8,226,75
apple--79-_jpg.rf.06dc89301644062002aa7ce5a12b170b.jpg,252,200,apple,88,16,169,83
apple--79-_jpg.rf.06dc89301644062002aa7ce5a12b170b.jpg,252,200,apple,2,27,84,87
apple--187-_jpg.rf.0ba70e8e3719383af110e3ef76e44d9c.jpg,299,168,apple,6,60,42,92
apple--187-_jpg.rf.0ba70e8e3719383af110e3ef76e44d9c.jpg,299,168,apple,7,95,40,126
apple--187-_jpg.rf.0ba70e8e3719383af110e3ef76e44d9c.jpg,299,168,apple,41,50,84,86
apple--187-_jpg.rf.0ba70e8e3719383af110e3ef76e44d9c.jpg,299,168,apple,42,73,84,117
apple--187-_jpg.rf.0ba70e8e3719383af110e3ef76e44d9c.jpg,299,168,apple,78,93,121,135
apple--187-_jpg.rf.0ba70e8e3719383af110e3ef76e44d9c.jpg,299,168,apple,92,27,131,56
apple--187-_jpg.rf.0ba70e8e3719383af110e3ef76e44d9c.jpg,299,168,apple,136,44,177,90
apple--187-_jpg.rf.0ba70e8e3719383af110e3ef76e44d9c.jpg,299,168,apple,126,84,176,124
apple--187-_jpg.rf.0ba70e8e3719383af110e3ef76e44d9c.jpg,299,168,apple,152,101,189,141
apple--187-_jpg.rf.0ba70e8e3719383af110e3ef76e44d9c.jpg,299,168,apple,185,27,218,51
apple--187-_jpg.rf.0ba70e8e3719383af110e3ef76e44d9c.jpg,299,168,apple,173,49,221,86
apple--187-_jpg.rf.0ba70e8e3719383af110e3ef76e44d9c.jpg,299,168,apple,182,86,223,123
apple--187-_jpg.rf.0ba70e8e3719383af110e3ef76e44d9c.jpg,299,168,apple,211,63,255,99
apple--187-_jpg.rf.0ba70e8e3719383af110e3ef76e44d9c.jpg,299,168,apple,210,94,255,136
apple--187-_jpg.rf.0ba70e8e3719383af110e3ef76e44d9c.jpg,299,168,apple,253,15,294,52
apple--187-_jpg.rf.0ba70e8e3719383af110e3ef76e44d9c.jpg,299,168,apple,257,48,295,79
apple--187-_jpg.rf.0ba70e8e3719383af110e3ef76e44d9c.jpg,299,168,apple,257,83,297,117
apple--51-_jpg.rf.0bf90f834d968c4cf4a9ef5548adf9cf.jpg,183,275,apple,118,73,183,178
apple--51-_jpg.rf.0bf90f834d968c4cf4a9ef5548adf9cf.jpg,183,275,apple,48,155,146,255
apple--51-_jpg.rf.0bf90f834d968c4cf4a9ef5548adf9cf.jpg,183,275,apple,4,35,104,132
apple--48-_jpg.rf.073fc3190f3355d8d45aa168d7bfe955.jpg,275,183,apple,208,22,267,84
apple--304-_jpg.rf.0c351322e2c282542ac61beff4495899.jpg,244,206,apple,158,86,193,116
apple--304-_jpg.rf.0c351322e2c282542ac61beff4495899.jpg,244,206,damaged_apple,25,117,75,156
apple--304-_jpg.rf.0c351322e2c282542ac61beff4495899.jpg,244,206,damaged_apple,79,83,121,121
apple--304-_jpg.rf.0c351322e2c282542ac61beff4495899.jpg,244,206,damaged_apple,123,85,167,123
damaged_apple--319-_jpg.rf.0c86708809e919923fcd31192011ca01.jpg,221,228,damaged_apple,11,24,189,197
apple--95-_jpg.rf.0d7672ec0a33b31204e91100d9e6481f.jpg,240,160,apple,22,23,128,134
damaged_apple--336-_jpg.rf.0be408fde0a0060cc21436733bacefb9.jpg,261,193,damaged_apple,79,57,177,141
damaged_apple--137-_jpg.rf.0756d33c1bdad0517f4b1d83625e5d33.jpg,275,183,apple,37,80,112,149
damaged_apple--137-_jpg.rf.0756d33c1bdad0517f4b1d83625e5d33.jpg,275,183,apple,171,70,255,139
damaged_apple--137-_jpg.rf.0756d33c1bdad0517f4b1d83625e5d33.jpg,275,183,damaged_apple,87,20,184,94
damaged_apple--64-_jpg.rf.0744ed7a3c72380a6c52169bb62e3f7c.jpg,225,225,damaged_apple,4,49,82,120
damaged_apple--64-_jpg.rf.0744ed7a3c72380a6c52169bb62e3f7c.jpg,225,225,damaged_apple,82,29,149,98
damaged_apple--64-_jpg.rf.0744ed7a3c72380a6c52169bb62e3f7c.jpg,225,225,damaged_apple,47,114,141,205
damaged_apple--64-_jpg.rf.0744ed7a3c72380a6c52169bb62e3f7c.jpg,225,225,damaged_apple,122,68,224,159
apple--213-_jpg.rf.0ea6fb96d6d9234476f7523d57905999.jpg,285,177,apple,95,75,121,102
apple--213-_jpg.rf.0ea6fb96d6d9234476f7523d57905999.jpg,285,177,apple,109,93,136,119
apple--213-_jpg.rf.0ea6fb96d6d9234476f7523d57905999.jpg,285,177,apple,118,109,147,139
apple--213-_jpg.rf.0ea6fb96d6d9234476f7523d57905999.jpg,285,177,apple,143,117,177,143
apple--213-_jpg.rf.0ea6fb96d6d9234476f7523d57905999.jpg,285,177,apple,141,95,172,119
apple--213-_jpg.rf.0ea6fb96d6d9234476f7523d57905999.jpg,285,177,apple,128,77,161,103
apple--213-_jpg.rf.0ea6fb96d6d9234476f7523d57905999.jpg,285,177,apple,156,74,181,98
apple--213-_jpg.rf.0ea6fb96d6d9234476f7523d57905999.jpg,285,177,apple,177,79,209,108
apple--213-_jpg.rf.0ea6fb96d6d9234476f7523d57905999.jpg,285,177,apple,199,109,235,143
apple--213-_jpg.rf.0ea6fb96d6d9234476f7523d57905999.jpg,285,177,apple,229,103,253,134
apple--213-_jpg.rf.0ea6fb96d6d9234476f7523d57905999.jpg,285,177,apple,169,107,199,140
apple--213-_jpg.rf.0ea6fb96d6d9234476f7523d57905999.jpg,285,177,apple,129,52,161,77
apple--302-_jpg.rf.093f32259757e88e0c731eb64330bbcc.jpg,274,184,apple,101,50,170,110
apple--45-_jpg.rf.0afbe00cd7ce273552eb8bdcf8e1a8d5.jpg,183,275,apple,57,94,148,184
apple--295-_jpg.rf.134c91a1abe289678afbb87f4901a069.jpg,225,225,apple,14,30,99,110
apple--295-_jpg.rf.134c91a1abe289678afbb87f4901a069.jpg,225,225,apple,9,116,86,200
apple--295-_jpg.rf.134c91a1abe289678afbb87f4901a069.jpg,225,225,apple,80,81,154,148
apple--295-_jpg.rf.134c91a1abe289678afbb87f4901a069.jpg,225,225,apple,142,53,214,108
apple--295-_jpg.rf.134c91a1abe289678afbb87f4901a069.jpg,225,225,apple,157,98,224,178
apple--295-_jpg.rf.134c91a1abe289678afbb87f4901a069.jpg,225,225,damaged_apple,83,128,174,210
apple--325-_jpg.rf.0d0b51cacd5a89379a21d1ffbb1fc454.jpg,275,183,apple,1,62,32,97
apple--325-_jpg.rf.0d0b51cacd5a89379a21d1ffbb1fc454.jpg,275,183,apple,0,95,34,151
apple--325-_jpg.rf.0d0b51cacd5a89379a21d1ffbb1fc454.jpg,275,183,apple,29,73,81,119
apple--325-_jpg.rf.0d0b51cacd5a89379a21d1ffbb1fc454.jpg,275,183,apple,76,66,113,103
apple--325-_jpg.rf.0d0b51cacd5a89379a21d1ffbb1fc454.jpg,275,183,apple,31,52,67,76
apple--325-_jpg.rf.0d0b51cacd5a89379a21d1ffbb1fc454.jpg,275,183,apple,41,16,81,51
apple--325-_jpg.rf.0d0b51cacd5a89379a21d1ffbb1fc454.jpg,275,183,apple,69,38,107,70
apple--325-_jpg.rf.0d0b51cacd5a89379a21d1ffbb1fc454.jpg,275,183,apple,108,33,158,83
apple--325-_jpg.rf.0d0b51cacd5a89379a21d1ffbb1fc454.jpg,275,183,apple,148,15,194,54
apple--325-_jpg.rf.0d0b51cacd5a89379a21d1ffbb1fc454.jpg,275,183,apple,157,48,201,92
apple--325-_jpg.rf.0d0b51cacd5a89379a21d1ffbb1fc454.jpg,275,183,apple,192,72,244,124
apple--325-_jpg.rf.0d0b51cacd5a89379a21d1ffbb1fc454.jpg,275,183,apple,201,35,254,76
apple--325-_jpg.rf.0d0b51cacd5a89379a21d1ffbb1fc454.jpg,275,183,apple,236,66,273,110
damaged_apple--131-_jpg.rf.0a842609517a15e5132a4b87ff62ada9.jpg,259,194,damaged_apple,53,27,190,157
damaged_apple--131-_jpg.rf.0a842609517a15e5132a4b87ff62ada9.jpg,259,194,damaged_apple,106,135,207,192
damaged_apple--21-_jpg.rf.149de7d073eb838bf3462159b7568f21.jpg,294,171,damaged_apple,23,6,289,165
damaged_apple--251-_jpg.rf.12beb78de9865db3931b91f3cb7ca9fd.jpg,218,231,damaged_apple,38,52,161,189
damaged_apple--240-_jpg.rf.0f0abcfcf172078af9fef95fb21d4382.jpg,259,194,damaged_apple,49,22,190,159
apple--155-_jpg.rf.14451440bc396d73d7013fa8c6937f83.jpg,300,168,apple,119,8,154,43
apple--155-_jpg.rf.14451440bc396d73d7013fa8c6937f83.jpg,300,168,apple,53,20,91,54
apple--155-_jpg.rf.14451440bc396d73d7013fa8c6937f83.jpg,300,168,apple,2,62,37,103
apple--155-_jpg.rf.14451440bc396d73d7013fa8c6937f83.jpg,300,168,apple,4,44,48,82
apple--155-_jpg.rf.14451440bc396d73d7013fa8c6937f83.jpg,300,168,apple,50,55,92,92
apple--155-_jpg.rf.14451440bc396d73d7013fa8c6937f83.jpg,300,168,apple,16,108,68,155
apple--155-_jpg.rf.14451440bc396d73d7013fa8c6937f83.jpg,300,168,apple,54,84,103,123
apple--155-_jpg.rf.14451440bc396d73d7013fa8c6937f83.jpg,300,168,apple,73,128,117,166
apple--155-_jpg.rf.14451440bc396d73d7013fa8c6937f83.jpg,300,168,apple,94,59,129,92
apple--155-_jpg.rf.14451440bc396d73d7013fa8c6937f83.jpg,300,168,apple,127,67,178,108
apple--155-_jpg.rf.14451440bc396d73d7013fa8c6937f83.jpg,300,168,apple,93,109,147,148
apple--155-_jpg.rf.14451440bc396d73d7013fa8c6937f83.jpg,300,168,apple,122,139,179,167
apple--155-_jpg.rf.14451440bc396d73d7013fa8c6937f83.jpg,300,168,apple,141,104,186,140
apple--155-_jpg.rf.14451440bc396d73d7013fa8c6937f83.jpg,300,168,apple,184,88,234,132
apple--155-_jpg.rf.14451440bc396d73d7013fa8c6937f83.jpg,300,168,apple,216,51,261,92
apple--155-_jpg.rf.14451440bc396d73d7013fa8c6937f83.jpg,300,168,apple,168,43,219,85
apple--155-_jpg.rf.14451440bc396d73d7013fa8c6937f83.jpg,300,168,apple,185,23,227,53
apple--155-_jpg.rf.14451440bc396d73d7013fa8c6937f83.jpg,300,168,apple,217,1,260,29
apple--155-_jpg.rf.14451440bc396d73d7013fa8c6937f83.jpg,300,168,apple,252,42,298,75
apple--155-_jpg.rf.14451440bc396d73d7013fa8c6937f83.jpg,300,168,apple,231,85,279,126
apple--155-_jpg.rf.14451440bc396d73d7013fa8c6937f83.jpg,300,168,apple,218,134,269,165
apple--155-_jpg.rf.14451440bc396d73d7013fa8c6937f83.jpg,300,168,apple,258,120,299,157
apple--155-_jpg.rf.14451440bc396d73d7013fa8c6937f83.jpg,300,168,apple,143,0,191,35
damaged_apple--67-_jpg.rf.179822ef52bbae659f315b54dbe80d5e.jpg,259,194,damaged_apple,1,6,238,184
damaged_apple--111-_jpg.rf.142145deb912f354d520032e82941980.jpg,261,193,damaged_apple,70,31,208,187
damaged_apple--189-_jpg.rf.177c24754eac3768aacabcf6862ed2f4.jpg,260,194,damaged_apple,37,54,146,148
damaged_apple--75-_jpg.rf.12f8f833d4ed098a1b23f2fac07c9015.jpg,307,164,apple,121,102,145,142
damaged_apple--75-_jpg.rf.12f8f833d4ed098a1b23f2fac07c9015.jpg,307,164,apple,83,20,138,80
